剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,网络节点数,网络边数估计,二值网络密度,平均边权,最大边权,发言轮次,场次数,角色数,角色列表,页数,字符数,文件路径,主角色关系,角色关系集合,主主题,主题集合,闭环ID集合,叙事结构线集合,波动型集合,关系演化结局集合,主闭环ID,主叙事结构线,主波动型,主关系演化结局,公案戏得分,家庭戏得分,江湖戏得分,历史戏得分,神怪戏得分,网络计算方法,数据说明
02011041,宁武关【三、四本】,家庭戏,28.06,0.1992,0.481,11,23,0.4182,0.4763,0.9985,111,4,11,周遇吉；周母；周妻；周子；家将；李自成；一支虎；众兵；左金龙；射蹋天；众闯将,6,6609,02000000/02011041_宁武关【三、四本】.pdf,亲属关系,亲属关系|冲突关系|婚恋关系,战争武略,战争武略|家庭亲情|礼教品格|忠义家国|婚恋姻缘,loop-000|loop-001|loop-003|loop-004|loop-008|loop-050|loop-017|loop-019,平稳型|前锋型|中峰型|多峰型|后峰型,平稳-循环回归|前锋-先决裂后修补|平稳-低振守常|中峰-中段伦理压迫|多峰-连战递进|后峰-结尾爆发|后峰-终局和解,亲缘团圆|代际和解|亲情牺牲|名节昭彰|复仇完成|贞节守义,loop-050,后峰型,后峰-结尾爆发,复仇完成,1,62,6,55,6,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02011047,刺虎,历史戏,22.47,0.4433,0.3268,4,5,0.8333,0.532,0.9938,69,2,4,费贞娥；李固；四小军；二宫女,4,4413,02000000/02011047_刺虎.pdf,权力关系,权力关系|亲属关系,政治权力,政治权力|家庭亲情|战争武略|恩怨报偿|礼教品格,loop-025|loop-026|loop-031|loop-032|loop-002|loop-010|loop-004,中峰型|后峰型,中峰-中段计谋|后峰-末端清算|中峰-中段征战|后峰-结尾爆发|后峰-终局和解|后峰-压轴报偿|中峰-中段伦理压迫,权力更替|主从归顺|权谋败露|功名显达|亲情牺牲|名节昭彰,loop-025,中峰型,中峰-中段计谋,权力更替,9,47,13,61,1,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02011049,玉堂春【头本】,家庭戏,45.5,0.1079,0.2584,25,74,0.2467,0.4373,0.9996,618,28,25,苏三；王金龙；沈延林；吴义；卜兴；王禄；鸨儿；王八；水仙花；菊花；金哥；二挖子；皮氏；春锦；赵监生；老道；王六；李五；沈三；苏氏；地保；二公差；洪洞县；差役；崇公道,24,35296,02000000/02011049_玉堂春【头本】.pdf,亲属关系,亲属关系,家庭亲情,家庭亲情|礼教品格|忠义家国|恩怨报偿,loop-000|loop-001|loop-003|loop-004|loop-007,平稳型|前锋型|中峰型|后峰型,平稳-循环回归|前锋-先决裂后修补|平稳-低振守常|中峰-中段伦理压迫|后峰-压轴报偿,亲缘团圆|代际和解|亲情牺牲|宗族复位,loop-000,平稳型,平稳-循环回归,亲缘团圆,6,36,0,31,11,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012001,忠义图【头本】,江湖戏,40.25,0.1582,0.2643,19,64,0.3743,0.4227,0.9986,447,27,19,于德水；李云；高曾；唐琼；东方溥；智月；欧阳山；袁滔；袁彰；赵永；夏田禄；路凯；吴法治；四红大铠；丫鬟；酒家；四上手；于才；众原告,19,22242,02000000/02012001_忠义图【头本】.pdf,亲属关系,亲属关系|同盟关系|权力关系,家庭亲情,家庭亲情|战争武略|除暴侠义|公案冤狱|礼教品格,loop-002|loop-000|loop-005|loop-003|loop-041|loop-043|loop-030|loop-033,后峰型|平稳型|中峰型|多峰型,后峰-终局和解|平稳-循环回归|后峰-迟来显义|平稳-低振守常|后峰-结尾爆发|中峰-中段征战|多峰-连战递进|中峰-中段审判,亲情牺牲|亲缘团圆|宗族复位|代际和解|阵营转投|主从归顺|权谋败露,loop-002,后峰型,后峰-终局和解,亲情牺牲,7,38,53,46,7,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012002,忠义图【二本】,江湖戏,50.74,0.0606,0.24,38,115,0.1636,0.3707,0.9975,456,33,38,于德水；李云；高曾；李荣；姚横；方昆；方小侠；窦德功；郎宗望；柯世开；贾玉；王强；王霸；邹世荣；王氏；贺俊；窦豹；罗妈；孙全；贺玄真；贺大奇；侯杰；老百姓；众百姓；江合；邓瑞；燕子伯；展志；四下手；报子；店家；四上手；武庭；四衙役；柯世凯；下手甲；二下手；下手乙,23,28201,02000000/02012002_忠义图【二本】.pdf,亲属关系,亲属关系|同盟关系|权力关系,家庭亲情,家庭亲情|除暴侠义|战争武略|礼教品格|忠义家国,loop-000|loop-001|loop-005|loop-003|loop-007|loop-042|loop-039|loop-038,平稳型|前锋型|后峰型|多峰型,平稳-循环回归|前锋-先决裂后修补|后峰-迟来显义|平稳-低振守常|后峰-压轴报偿|前锋-早峰回落|多峰-连战递进,亲缘团圆|代际和解|宗族复位|义助功成|同盟破裂,loop-000,平稳型,平稳-循环回归,亲缘团圆,5,30,77,39,6,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012003,常云观,江湖戏,40.66,0.0916,0.2358,28,85,0.2249,0.4071,0.9991,220,14,28,马盛玄；庞德；高珍；于德水；李云；高曾；东方溥；欧阳山；路凯；王雷；宋氏；宋成；驴夫；四小道士；道童；张杰；高士虎；董瑞；王龙；李虎；门子；四红大铠；计迁；四上手；官兵；下手甲；四官兵；庄丁,11,12788,02000000/02012003_常云观.pdf,亲属关系,亲属关系|权力关系|冲突关系,家庭亲情,家庭亲情|战争武略|除暴侠义|政治权力|恩怨报偿,loop-000|loop-001|loop-009|loop-010|loop-032|loop-024|loop-050|loop-053,平稳型|前锋型|多峰型|后峰型,平稳-循环回归|前锋-先决裂后修补|多峰-恩怨反复|后峰-压轴报偿|后峰-结尾爆发|前锋-开端突发,亲缘团圆|代际和解|宗族复位|名节昭彰|功名显达|君臣尽忠|复仇完成|阵营转投,loop-000,平稳型,平稳-循环回归,亲缘团圆,11,29,103,32,6,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012004,贺兰山,江湖戏,47.44,0.0617,0.1736,42,118,0.137,0.4499,0.9999,205,19,42,邱成；胜奎；武显；武元；武方；彭朋；白起戈；俞成业；尹明；焦礼；焦智；冯蓉；黄虎；慕金龙；四英雄；徐胜；张耀宗；纪逢春；武国兴；胜官保；石铸；高通海；刘德太；慕秀莲；慕秀玉；蔡金花；张瑞英；窦氏；徐盛；石柱；刘得太；慕金凤；慕金麟；慕金豹；报子；慕天王；郝世洪；李玉；杨香武；蔡庆；纪有德；丫鬟,13,12932,02000000/02012004_贺兰山.pdf,亲属关系,亲属关系|同盟关系|权力关系,家庭亲情,家庭亲情|战争武略|除暴侠义|礼教品格|政治权力,loop-002|loop-000|loop-003|loop-004|loop-041|loop-043|loop-047|loop-031,后峰型|平稳型|中峰型,后峰-终局和解|平稳-循环回归|平稳-低振守常|中峰-中段伦理压迫|后峰-结尾爆发|中峰-中段征战|后峰-末端清算,亲情牺牲|亲缘团圆|代际和解|阵营转投|结义同心|权谋败露,loop-002,后峰型,后峰-终局和解,亲情牺牲,0,35,104,44,4,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012005,武文华,家庭戏,40.43,0.0798,0.3186,29,72,0.1773,0.4502,0.9993,225,13,29,武文华；万君兆；蔡玉梅；武秀英；张茂龙；院子；家丁；朱光祖；郝世洪；杜清；李佩；杜明；常太；武万年；左中信；谢珍；黑雄；李俊；店小二；彭朋；彭兴；丑院子；众家人；四英雄；更夫甲；更夫乙；二更夫；二妓女；丫鬟,11,12204,02000000/02012005_武文华.pdf,亲属关系,亲属关系|权力关系|同盟关系,家庭亲情,家庭亲情|政治权力|战争武略|除暴侠义|礼教品格,loop-002|loop-000|loop-005|loop-003|loop-024|loop-030|loop-046|loop-039,后峰型|平稳型|前锋型|多峰型|中峰型,后峰-终局和解|平稳-循环回归|后峰-迟来显义|平稳-低振守常|前锋-开端突发|多峰-连战递进|中峰-中段计谋,亲情牺牲|亲缘团圆|宗族复位|代际和解|君臣尽忠|主从归顺|同盟破裂,loop-002,后峰型,后峰-终局和解,亲情牺牲,5,44,17,16,1,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012007,九龙杯【二本】,江湖戏,24.41,0.2297,0.4541,9,19,0.5278,0.4353,0.9994,49,7,9,杨香武；老王爷；老王妃；武成；四王爷；四官员；大太监；太监甲；四太监,4,4403,02000000/02012007_九龙杯【二本】.pdf,权力关系,权力关系,政治权力,政治权力|战争武略|公案冤狱,loop-026|loop-024|loop-032|loop-030|loop-034,后峰型|前锋型|多峰型,后峰-末端清算|前锋-开端突发|后峰-结尾爆发|多峰-连战递进|多峰-审断反复,主从归顺|君臣尽忠|功名显达,loop-026,后峰型,后峰-末端清算,主从归顺,3,14,38,30,16,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012008,九龙杯【三本】,江湖戏,24.6,0.3021,0.371,6,10,0.6667,0.4531,0.9992,75,6,6,杨香武；元通；法徒；薛应宗；王伯燕；法星,5,5904,02000000/02012008_九龙杯【三本】.pdf,亲属关系,亲属关系|权力关系,家庭亲情,家庭亲情|战争武略|政治权力|公案冤狱|恩怨报偿,loop-002|loop-000|loop-010|loop-011|loop-030|loop-024|loop-033,后峰型|平稳型|多峰型|前锋型|中峰型,后峰-终局和解|平稳-循环回归|后峰-压轴报偿|后峰-末端清算|多峰-连战递进|前锋-开端突发|中峰-中段审判,亲情牺牲|亲缘团圆|名节昭彰|主从归顺|君臣尽忠|权谋败露,loop-002,后峰型,后峰-终局和解,亲情牺牲,2,22,35,34,19,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012009,九龙杯【四本】,历史戏,26.26,0.2274,0.2846,9,19,0.5278,0.4308,0.9997,76,6,9,黄三泰；计全；黄用；刘胜；黑熊；贾信；马明；郭保；李七侯,6,5945,02000000/02012009_九龙杯【四本】.pdf,权力关系,权力关系|同盟关系|亲属关系,战争武略,战争武略|家庭亲情|政治权力|恩怨报偿|除暴侠义,loop-030|loop-031|loop-026|loop-024|loop-040|loop-045|loop-042|loop-000,多峰型|中峰型|后峰型|前锋型|平稳型,多峰-连战递进|中峰-中段征战|后峰-末端清算|前锋-开端突发|前锋-早峰回落|平稳-循环回归,主从归顺|权谋败露|君臣尽忠|义助功成|阵营转投|亲缘团圆,loop-030,多峰型,多峰-连战递进,主从归顺,12,13,29,51,5,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012010,九龙杯【五本】,江湖戏,25.62,0.2827,0.4798,8,14,0.5,0.5653,0.9971,71,2,8,黄三泰；彭朋；二大皂隶；书吏；四老人；皂隶；李七侯；刘胜,5,6261,02000000/02012010_九龙杯【五本】.pdf,权力关系,权力关系|同盟关系|审判与恩怨关系,战争武略,战争武略|恩怨报偿|政治权力|公案冤狱|除暴侠义,loop-032|loop-030|loop-026|loop-024|loop-033|loop-039|loop-045|loop-042,后峰型|多峰型|前锋型|中峰型,后峰-结尾爆发|多峰-连战递进|后峰-末端清算|前锋-开端突发|中峰-中段审判|前锋-早峰回落,功名显达|主从归顺|君臣尽忠|权谋败露|同盟破裂|阵营转投|义助功成,loop-032,后峰型,后峰-结尾爆发,功名显达,29,8,65,42,2,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012011,九龙杯【六本】,历史戏,22.6,0.2205,0.3602,9,18,0.5,0.4411,0.997,34,3,9,梁九公；老道；庆花王；赵兴本；黄国瑞；黄三泰；张朋阁；手下；中军,3,3104,02000000/02012011_九龙杯【六本】.pdf,权力关系,权力关系,政治权力,政治权力|战争武略|公案冤狱|忠义家国,loop-026|loop-024|loop-031|loop-032|loop-035,后峰型|前锋型|中峰型,后峰-末端清算|前锋-开端突发|中峰-中段征战|后峰-结尾爆发,主从归顺|君臣尽忠|权谋败露|功名显达,loop-026,后峰型,后峰-末端清算,主从归顺,8,15,27,54,3,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012012,九龙杯【七本】,江湖戏,28.62,0.1244,0.2279,12,20,0.303,0.4104,0.9957,119,4,12,黄三泰；杨香武；王伯燕；邹应龙；英雄甲；英雄乙；英雄丙；计全；四英雄；八英雄；下手甲；院子,6,7005,02000000/02012012_九龙杯【七本】.pdf,亲属关系,亲属关系|权力关系|同盟关系,除暴侠义,除暴侠义|家庭亲情|政治权力|战争武略|恩怨报偿,loop-000|loop-001|loop-010|loop-011|loop-026|loop-030|loop-042|loop-045,平稳型|前锋型|后峰型|多峰型,平稳-循环回归|前锋-先决裂后修补|后峰-压轴报偿|后峰-末端清算|多峰-连战递进|前锋-早峰回落|前锋-开端突发,亲缘团圆|代际和解|名节昭彰|主从归顺|义助功成|阵营转投,loop-000,平稳型,平稳-循环回归,亲缘团圆,1,21,119,38,12,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012013,丁彪投宿,江湖戏,29.5,0.248,0.4804,12,33,0.5,0.4959,0.9983,120,3,12,万君兆；丁彪；店家；常六；刘珍；李佩；郝世洪；僧人；老僧；小僧；杜鳌；杜斌,7,7581,02000000/02012013_丁彪投宿.pdf,同盟关系,同盟关系|亲属关系|权力关系,家庭亲情,家庭亲情|战争武略|政治权力|除暴侠义|礼教品格,loop-040|loop-041|loop-045|loop-046|loop-043|loop-000|loop-005|loop-030,中峰型|后峰型|前锋型|平稳型|多峰型,中峰-中段征战|后峰-结尾爆发|前锋-开端突发|中峰-中段计谋|平稳-循环回归|后峰-迟来显义|多峰-连战递进,义助功成|阵营转投|君臣尽忠|亲缘团圆|宗族复位|主从归顺,loop-000,平稳型,平稳-循环回归,亲缘团圆,0,26,31,17,8,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
02012020,莲花湖,江湖戏,49.01,0.0831,0.2898,36,121,0.1921,0.4328,1.0,474,18,36,胜英；韩秀；秦尤；李刚；张大川；黄三泰；贺照雄；武万年；濮大勇；杨香武；崔通；展士雄；张氏；刘氏；院子；李如归；李智荣；濮大永；店家；四英雄；喽啰；酒保；伙计；和尚；二更夫；更夫甲；更夫乙；二船夫；船夫甲；船夫乙；英雄甲；三英雄；四下手；四喽啰；丑喽啰；英雄乙,19,22332,02000000/02012020_莲花湖.pdf,亲属关系,亲属关系|同盟关系,家庭亲情,家庭亲情|除暴侠义|战争武略|恩怨报偿|礼教品格,loop-001|loop-002|loop-010|loop-011|loop-003|loop-043|loop-039,前锋型|后峰型|平稳型|中峰型|多峰型,前锋-先决裂后修补|后峰-终局和解|后峰-压轴报偿|后峰-末端清算|平稳-低振守常|中峰-中段征战|多峰-连战递进,代际和解|亲情牺牲|名节昭彰|亲缘团圆|阵营转投|同盟破裂,loop-001,前锋型,前锋-先决裂后修补,代际和解,2,64,90,25,4,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
